paper,section,original_url,normalized_url,domain,extension,heuristica_1_matched,heuristica_1_score,heuristica_1_reason,heuristica_1_direct_extension,heuristica_1_candidate_dataset_links,heuristica_1_external_candidate_links_not_used,heuristica_1_page_context,heuristica_1_is_json_response,heuristica_2_matched,heuristica_2_score,heuristica_2_reason,heuristica_2_content_type,heuristica_2_content_disposition,heuristica_2_final_url,heuristica_2_final_extension,heuristica_2_signals,heuristica_3_matched,heuristica_3_score,heuristica_3_reason,heuristica_3_json_path,heuristica_3_dataset_like_url_count,heuristica_3_sample_dataset_like_urls,heuristica_3_dataset_name_count,heuristica_3_matched_dataset_name,heuristica_3_sample_dataset_names,heuristica_3_signals,heuristica_4_used,heuristica_4_matched,heuristica_4_confidence,heuristica_4_category,heuristica_4_reason,heuristica_4_evidence,heuristica_4_risk_of_false_positive,heuristica_4_signals,total_score,label,decision_reason
1512.02595v1.pdf,target,http://svail.github.io/rnn_perf,http://svail.github.io/rnn_perf,svail.github.io,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 3, ""text_context"": {""matched"": false, ""score"": 3, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""benchmark"", ""training data""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,http://svail.github.io/rnn_perf/,,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1412.5567,https://arxiv.org/abs/1412.5567,arxiv.org,.5567,False,0,no_relevant_dataset_download_link_found_in_page,.5567,[],[],"{""matched"": false, ""score"": 2, ""text_context"": {""matched"": false, ""score"": 2, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1412.5567,.5567,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1408.2873,https://arxiv.org/abs/1408.2873,arxiv.org,.2873,False,0,no_relevant_dataset_download_link_found_in_page,.2873,[],[],"{""matched"": false, ""score"": 3, ""text_context"": {""matched"": false, ""score"": 3, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""corpus"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1408.2873,.2873,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1510.01378,https://arxiv.org/abs/1510.01378,arxiv.org,.01378,False,0,no_relevant_dataset_download_link_found_in_page,.01378,[],[],"{""matched"": false, ""score"": 2, ""text_context"": {""matched"": false, ""score"": 2, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1510.01378,.01378,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1211.5063,https://arxiv.org/abs/1211.5063,arxiv.org,.5063,False,0,no_relevant_dataset_download_link_found_in_page,.5063,[],[],"{""matched"": false, ""score"": 2, ""text_context"": {""matched"": false, ""score"": 2, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1211.5063,.5063,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1507.06947,https://arxiv.org/abs/1507.06947,arxiv.org,.06947,False,0,no_relevant_dataset_download_link_found_in_page,.06947,[],[],"{""matched"": false, ""score"": 2, ""text_context"": {""matched"": false, ""score"": 2, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1507.06947,.06947,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1409.3215,https://arxiv.org/abs/1409.3215,arxiv.org,.3215,False,0,no_relevant_dataset_download_link_found_in_page,.3215,[],[],"{""matched"": true, ""score"": 4, ""text_context"": {""matched"": true, ""score"": 4, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""available"", ""dataset"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1409.3215,.3215,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1502.03167,https://arxiv.org/abs/1502.03167,arxiv.org,.03167,False,0,no_relevant_dataset_download_link_found_in_page,.03167,[],[],"{""matched"": false, ""score"": 2, ""text_context"": {""matched"": false, ""score"": 2, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1502.03167,.03167,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,target,http://arxiv.org/abs/1410.4615,https://arxiv.org/abs/1410.4615,arxiv.org,.4615,False,0,no_relevant_dataset_download_link_found_in_page,.4615,[],[],"{""matched"": false, ""score"": 2, ""text_context"": {""matched"": false, ""score"": 2, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""access"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://arxiv.org/abs/1410.4615,.4615,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1512.02595v1.pdf,body,http://www.voxforge.org,http://voxforge.org,voxforge.org,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 0, ""text_context"": {""matched"": false, ""score"": 0, ""signals"": [], ""matched_terms"": [], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://voxforge.org/,,,True,4,dataset_json_confirms_current_url,pdfs\1512.02595v1.dataset.json,0,[],22,VoxForge data,"[""CHiME 2015 \\ndevelopment datasets"", ""CHiME 2015 development datasets"", ""Chinese \\ncharacter set"", ""Chinese character set"", ""English (3,600 hours"", ""English dataset"", ""Fisher corpora"", ""LDC catalog"", ""LibriSpeech corpus"", ""LibriSpeech dataset"", ""Mandarin (1,400 hours) datasets"", ""Mandarin dataset"", ""Mandarin datasets"", ""Noisy development sets"", ""Regular"", ""Switchboard"", ""VoxForge data"", ""Wall Street Journal (WSJ"", ""Wall Street Journal (WSJ) corpus"", ""Wall Street Journal \\n(WSJ) corpus""]",dataset_name_from_json_appears_in_input_url,False,False,0.0,not_used,disabled_or_not_needed,[],,,4,dataset,heuristica_3
